Make,Model,Vehicle Class,Transmission,Power produce,CO2 Emissions(g/km)
LEXUS,RC F,SUBCOMPACT,AS8,1.0783880893345335,2.460897842756548
LEXUS,RX 350 AWD,SUV - SMALL,AS8,0.9261612374582651,2.401400540781544
LEXUS,RX 450h AWD,SUV - STANDARD,AV6,0.8734169239196506,2.2671717284030133
LINCOLN,CONTINENTAL AWD,FULL-SIZE,AS6,0.852094904142364,2.44870631990508
LINCOLN,CONTINENTAL AWD,FULL-SIZE,AS6,0.8935463292295803,2.4593924877592306
LINCOLN,CONTINENTAL AWD,FULL-SIZE,AS6,0.9663876613676408,2.4578818967339924
LINCOLN,MKC AWD,SUV - SMALL,AS6,0.7296725805415578,2.408239965311849
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,AS6,0.7281178891635326,2.404833716619938
LINCOLN,MKC AWD,SUV - SMALL,AS6,0.786698683370186,2.4281347940287885
LINCOLN,MKT AWD,SUV - STANDARD,AS6,0.966282395473965,2.506505032404872
LINCOLN,MKX AWD,SUV - SMALL,AS6,0.8534947696073356,2.453318340047037
LINCOLN,MKX AWD,SUV - SMALL,AS6,0.9704854212660159,2.4668676203541096
LINCOLN,MKZ,MID-SIZE,AS6,0.7117280340308614,2.3617278360175926
LINCOLN,MKZ,MID-SIZE,AS6,0.8777431975421073,2.421603926869831
LINCOLN,MKZ AWD,MID-SIZE,AS6,0.7184762467057291,2.378397900948137
LINCOLN,MKZ AWD,MID-SIZE,AS6,0.8865460375731609,2.444044795918076
LINCOLN,MKZ HYBRID,MID-SIZE,AV,0.6261333045960475,2.143014800254095
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,AS6,0.9723290220829478,2.52244423350632
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,AS6,0.9758556206441018,2.5301996982030817
MASERATI,GHIBLI,MID-SIZE,AS8,0.8949121894892298,2.4563660331290427
MASERATI,GHIBLI S,MID-SIZE,AS8,0.8949121894892298,2.4668676203541096
MASERATI,GHIBLI SQ4,MID-SIZE,AS8,0.8976111721953834,2.469822015978163
MASERATI,GRANTURISMO,SUBCOMPACT,AS6,1.0870221426121764,2.5502283530550938
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,AS6,1.088135564611349,2.553883026643874
MASERATI,LEVANTE,SUV - STANDARD,AS8,0.9236137436397822,2.531478917042255
MASERATI,LEVANTE S,SUV - STANDARD,AS8,0.9236137436397822,2.5390760987927767
MASERATI,QUATTROPORTE GTS,FULL-SIZE,AS8,0.996612560387352,2.506505032404872
MASERATI,QUATTROPORTE S,FULL-SIZE,AS8,0.9041755343665694,2.477121254719662
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,AS8,0.9041755343665694,2.478566495593843
MAZDA,CX-3,COMPACT,AS6,0.668843102518724,2.252853030979893
MAZDA,CX-3 4WD,COMPACT,AS6,0.6816606196206595,2.283301228703549
MAZDA,CX-5,SUV - SMALL,M6,0.6877217322806135,2.2988530764097064
MAZDA,CX-5,SUV - SMALL,AS6,0.7686632903195227,2.3096301674258983
MAZDA,CX-5 4WD,SUV - SMALL,AS6,0.7800394757774963,2.34439227368511
MAZDA,CX-9,SUV - SMALL,AS6,0.7872185515740542,2.3521825181113623
MAZDA,CX-9 4WD,SUV - SMALL,AS6,0.8007203812592465,2.383815365980431
MAZDA,MAZDA3 4-DOOR,COMPACT,AS6,0.6666088603133014,2.245512667814149
MAZDA,MAZDA3 4-DOOR,COMPACT,M6,0.6666088603133014,2.2430380486862944
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,M6,0.6666088603133014,2.2430380486862944
MAZDA,MAZDA3 4-DOOR,COMPACT,AS6,0.752193357891054,2.2600713879850747
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,AS6,0.7478117395825218,2.245512667814149
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,M6,0.7606292566844572,2.287801729930226
MAZDA,MAZDA3 5-DOOR,MID-SIZE,AS6,0.6666088603133014,2.2405492482825995
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,M6,0.668843102518724,2.2504200023088936
MAZDA,MAZDA3 5-DOOR,MID-SIZE,AS6,0.752193357891054,2.2624510897304293
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,AS6,0.752193357891054,2.257678574869185
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,M6,0.7646940996502604,2.296665190261531
MAZDA,MAZDA6,MID-SIZE,AS6,0.7564640371489384,2.271841606536499
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,AS6,0.7543422126887159,2.2695129442179165
MAZDA,MAZDA6 (SIL),MID-SIZE,M6,0.7646940996502604,2.2922560713564755
MAZDA,MX-5,TWO-SEATER,AS6,0.6774954000851406,2.271841606536499
MAZDA,MX-5 (SIL),TWO-SEATER,M6,0.6795908657953401,2.278753600952829
MERCEDES-BENZ,AMG C 63,COMPACT,AS7,0.9869187105115295,2.436162647040756
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,AS7,0.9939775990422762,2.463892988985908
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,AS7,0.9925892552343857,2.45484486000851
MERCEDES-BENZ,AMG C 63 S,COMPACT,AS7,0.9869187105115295,2.436162647040756
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,AS7,0.9939775990422762,2.463892988985908
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,AS7,0.9925892552343857,2.45484486000851
MERCEDES-BENZ,AMG CLA 45,COMPACT,AS7,0.7028944545335852,2.34439227368511
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,AS7,1.1186819272316608,2.488550716500444
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,AS7,1.17690423682355,2.615950051656401
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,AS7,1.2233590614691403,2.669316880566112
MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,AS7,0.7151358836814938,2.3673559210260184
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,A9,0.9224623205995535,2.5477747053878224
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,A9,0.8893811096940617,2.44870631990508
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,A9,0.8893811096940617,2.44870631990508
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,AS7,1.148143846669461,2.559906625036112
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,AS7,1.1437622283609288,2.559906625036112
MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,AS7,1.1555480430391756,2.56702636615906
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,AS7,1.0020759295412534,2.481442628502305
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,AS7,1.0020759295412534,2.481442628502305
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,AS7,1.1199646925041966,2.4955443375464483
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,AS7,1.1274629411877108,2.507855871695831
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,AS7,1.1173893322443453,2.484299839346786
MERCEDES-BENZ,AMG S 65,FULL-SIZE,AS7,1.1677613122623578,2.54282542695918
MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,AS7,1.164259120987102,2.5415792439465807
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,AS7,1.1778516647483874,2.562292864456474
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,AS7,1.1094185823543212,2.474216264076256
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,AS7,1.166601975599626,2.531478917042255
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,A9,0.8603050451414658,2.3692158574101425
MERCEDES-BENZ,B 250,MID-SIZE,AS7,0.6837052849026992,2.252853030979893
MERCEDES-BENZ,C 300 4MATIC,COMPACT,AS7,0.697363374738417,2.326335860928751
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,A9,0.7064835861150771,2.3463529744506384
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,AS7,0.7028944545335852,2.3384564936046046
MERCEDES-BENZ,CLA 250,COMPACT,AS7,0.6795908657953401,2.278753600952829
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,A9,1.043990159551689,2.4393326938302624
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,A9,0.7064835861150771,2.390935107103379
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,A9,0.865242455782901,2.3891660843645326
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,AS7,0.858626595268946,2.3673559210260184
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,AS7,0.8619669582931813,2.378397900948137
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,AS7,1.043990159551689,2.4393326938302624
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,AS7,1.0396085412431568,2.4281347940287885
MERCEDES-BENZ,G 550,SUV - STANDARD,AS7,1.0586446481992002,2.603144372620182
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,AS7,0.6992272922716549,2.326335860928751
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,A9,0.7151358836814938,2.3673559210260184
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,A9,0.8851104304361772,2.4409090820652173
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,A9,1.0681288134628497,2.502427119984433
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,A9,0.9028829393792539,2.48572142648158
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,A9,1.0859013224059264,2.5403294747908736
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,AS7,1.1723205849532192,2.555094448578319
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,AS7,0.8716086007509849,2.403120521175817
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,A9,1.0482608388095733,2.447158031342219
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,A9,1.0482608388095733,2.447158031342219
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,A9,1.0454257666886726,2.4409090820652173
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,A9,1.0468492588530918,2.444044795918076
MERCEDES-BENZ,S 600,FULL-SIZE,AS7,1.166601975599626,2.5440680443502752
MERCEDES-BENZ,SL 450,TWO-SEATER,A9,0.8603050451414658,2.374748346010104
MERCEDES-BENZ,SL 550,TWO-SEATER,A9,1.043990159551689,2.4393326938302624
MERCEDES-BENZ,SLC 300,TWO-SEATER,A9,0.6877217322806135,2.301029995663981
MINI,COOPER 3 DOOR,SUBCOMPACT,AS6,0.573565295549566,2.2648178230095364
MINI,COOPER 3 DOOR,SUBCOMPACT,M6,0.5648005802379491,2.2430380486862944
MINI,COOPER 5 DOOR,SUBCOMPACT,AS6,0.573565295549566,2.2648178230095364
MINI,COOPER 5 DOOR,SUBCOMPACT,M6,0.5648005802379491,2.2430380486862944
MINI,COOPER CLUBMAN,MID-SIZE,AS6,0.5839171825111105,2.294466226161593
MINI,COOPER CLUBMAN,MID-SIZE,M6,0.5839171825111105,2.294466226161593
MINI,COOPER CLUBMAN ALL4,MID-SIZE,AS8,0.5974190121963028,2.3283796034387376
MINI,COOPER CLUBMAN ALL4,MID-SIZE,M6,0.5974190121963028,2.3304137733491905
MINI,COOPER CONVERTIBLE,MINICOMPACT,AS6,0.573565295549566,2.2648178230095364
MINI,COOPER CONVERTIBLE,MINICOMPACT,M6,0.5648005802379491,2.2430380486862944
MINI,COOPER COUNTRYMAN,MID-SIZE,AS6,0.5839171825111105,2.294466226161593
MINI,COOPER COUNTRYMAN,MID-SIZE,M6,0.5839171825111105,2.294466226161593
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,AS8,0.5992625586383464,2.332438459915605
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,M6,0.5974190121963028,2.3304137733491905
MINI,COOPER S 3 DOOR,SUBCOMPACT,AS6,0.6837052849026992,2.2922560713564755
MINI,COOPER S 3 DOOR,SUBCOMPACT,M6,0.6954786308800178,2.322219294733919
MINI,COOPER S 5 DOOR,SUBCOMPACT,AS6,0.6837052849026992,2.2922560713564755
MINI,COOPER S 5 DOOR,SUBCOMPACT,M6,0.6954786308800178,2.322219294733919
MINI,COOPER S CLUBMAN,MID-SIZE,AS8,0.6916447653848239,2.311753861055754
MINI,COOPER S CLUBMAN,MID-SIZE,M6,0.7046985660671081,2.342422680822206
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,AS8,0.697363374738417,2.322219294733919
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,M6,0.7099979386549233,2.3560258571931225
MINI,COOPER S CONVERTIBLE,MINICOMPACT,AS6,0.6857254625864626,2.2922560713564755
MINI,COOPER S CONVERTIBLE,MINICOMPACT,M6,0.6954786308800178,2.322219294733919
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,AS8,0.6992272922716549,2.3283796034387376
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,M6,0.7099979386549233,2.3560258571931225
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,AS6,0.6837052849026992,2.2922560713564755
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,M6,0.6954786308800178,2.322219294733919
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,AS8,0.697363374738417,2.322219294733919
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,M6,0.7099979386549233,2.3560258571931225
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,AS6,0.6857254625864626,2.2922560713564755
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,M6,0.7046985660671081,2.342422680822206
MITSUBISHI,LANCER,COMPACT,AV6,0.6753735756249183,2.2624510897304293
MITSUBISHI,LANCER,COMPACT,M5,0.6877217322806135,2.301029995663981
MITSUBISHI,LANCER,COMPACT,AV6,0.7600007054036724,2.3138672203691533
MITSUBISHI,LANCER,COMPACT,M5,0.7674165290572399,2.3384564936046046
MITSUBISHI,LANCER 4WD,COMPACT,AV6,0.7655929132373531,2.326335860928751
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,AV6,0.6857254625864626,2.287801729930226
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,M5,0.6916447653848239,2.311753861055754
MITSUBISHI,MIRAGE,COMPACT,AV,0.44819145957779843,2.14921911265538
MITSUBISHI,MIRAGE,COMPACT,M5,0.4616932892629907,2.176091259055681
MITSUBISHI,MIRAGE G4,COMPACT,AV,0.45907799934963783,2.173186268412274
MITSUBISHI,MIRAGE G4,COMPACT,M5,0.4642686495228421,2.1903316981702914
MITSUBISHI,OUTLANDER,SUV - SMALL,AV6,0.7502475371101172,2.294466226161593
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,AV6,0.7618854492620716,2.3242824552976926
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,AS6,0.865242455782901,2.383815365980431
MITSUBISHI,RVR,SUV - SMALL,AV6,0.6935725900301843,2.3096301674258983
MITSUBISHI,RVR,SUV - SMALL,M5,0.7028944545335852,2.3344537511509307
MITSUBISHI,RVR 4WD,SUV - SMALL,AV6,0.7010708387136986,2.3283796034387376
NISSAN,370Z,TWO-SEATER,AS7,0.9504486793946301,2.416640507338281
NISSAN,370Z,TWO-SEATER,M6,0.9564203762982206,2.429752280002408
NISSAN,370Z ROADSTER,TWO-SEATER,AS7,0.9564203762982206,2.431363764158988
NISSAN,370Z ROADSTER,TWO-SEATER,M6,0.9607643799738776,2.444044795918076
NISSAN,ALTIMA,MID-SIZE,AV,0.745577497377099,2.245512667814149
NISSAN,ALTIMA,MID-SIZE,AV7,0.8972706405663875,2.3304137733491905
NISSAN,ALTIMA SR,MID-SIZE,AV7,0.752193357891054,2.2624510897304293
NISSAN,ARMADA 4WD,SUV - STANDARD,AS7,1.152343862389791,2.558708570533166
NISSAN,GT-R,SUBCOMPACT,AM6,0.9839236615306336,2.477121254719662
NISSAN,JUKE,STATION WAGON - SMALL,AV7,0.5985267630213431,2.276461804173244
NISSAN,JUKE,STATION WAGON - SMALL,M6,0.5985267630213431,2.27415784926368
NISSAN,JUKE AWD,STATION WAGON - SMALL,AV7,0.6067568255226651,2.2988530764097064
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,M6,0.6067568255226651,2.294466226161593
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,AV8,0.6165099938162202,2.320146286111054
NISSAN,MAXIMA,MID-SIZE,AV7,0.9062932628049888,2.3521825181113623
NISSAN,MICRA,COMPACT,A4,0.5964049385611208,2.2695129442179165
NISSAN,MICRA,COMPACT,M5,0.5964049385611208,2.2671717284030133
NISSAN,PATHFINDER,SUV - SMALL,AV,0.9165195950004614,2.380211241711606
NISSAN,PATHFINDER 4WD,SUV - SMALL,AV,0.9245920836272425,2.397940008672037
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,AV,0.9292564219212699,2.41161970596323
NISSAN,QASHQAI,STATION WAGON - SMALL,AV,0.6795908657953401,2.281033367247727
NISSAN,QASHQAI,STATION WAGON - SMALL,M6,0.7010708387136986,2.3344537511509307
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,AV,0.6857254625864626,2.294466226161593
NISSAN,ROGUE,SUV - SMALL,AV,0.7606292566844572,2.283301228703549
NISSAN,ROGUE AWD,SUV - SMALL,AV,0.7686632903195227,2.307496037913213
NISSAN,SENTRA (Turbo),MID-SIZE,AV7,0.602691982556862,2.285557309007773
NISSAN,SENTRA (Turbo),MID-SIZE,M6,0.6047366478389017,2.290034611362518
NISSAN,SENTRA,MID-SIZE,AV,0.6247633820707423,2.2329961103921536
NISSAN,SENTRA,MID-SIZE,M6,0.6402091945334429,2.271841606536499
NISSAN,SENTRA NISMO,MID-SIZE,AV7,0.6126761283210265,2.311753861055754
NISSAN,SENTRA NISMO,MID-SIZE,M6,0.6126761283210265,2.3096301674258983
NISSAN,VERSA,MID-SIZE,AV,0.5760023110975494,2.214843848047698
NISSAN,VERSA,MID-SIZE,M5,0.5920795010425931,2.255272505103306
PORSCHE,911 CARRERA,MINICOMPACT,AM7,0.8481892776545603,2.34439227368511
PORSCHE,911 CARRERA,MINICOMPACT,M7,0.8603050451414658,2.374748346010104
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,AM7,0.8534886502423755,2.3560258571931225
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,M7,0.8636126573995697,2.382017042574868
PORSCHE,911 CARRERA S,MINICOMPACT,AM7,0.8534886502423755,2.3541084391474008
PORSCHE,911 CARRERA S,MINICOMPACT,M7,0.865242455782901,2.383815365980431
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,AM7,0.8534886502423755,2.357934847000453
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,M7,0.865242455782901,2.385606273598312
PORSCHE,911 CARRERA 4,MINICOMPACT,AM7,0.8517406260977086,2.3521825181113623
PORSCHE,911 CARRERA 4,MINICOMPACT,M7,0.865242455782901,2.383815365980431
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,AM7,0.8552187456183136,2.3617278360175926
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,M7,0.8668566577702679,2.390935107103379
PORSCHE,911 CARRERA 4S,MINICOMPACT,AM7,0.8569312762709129,2.3654879848908994
PORSCHE,911 CARRERA 4S,MINICOMPACT,M7,0.865242455782901,2.385606273598312
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,AM7,0.8569312762709129,2.363611979892144
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,M7,0.8668566577702679,2.390935107103379
PORSCHE,911 TARGA 4,MINICOMPACT,AM7,0.8552187456183136,2.357934847000453
PORSCHE,911 TARGA 4,MINICOMPACT,M7,0.8668566577702679,2.390935107103379
PORSCHE,911 TARGA 4S,MINICOMPACT,AM7,0.858626595268946,2.3673559210260184
PORSCHE,911 TARGA 4S,MINICOMPACT,M7,0.8668566577702679,2.390935107103379
PORSCHE,911 TURBO,MINICOMPACT,AM7,0.9643848241923776,2.4248816366310666
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,AM7,0.9643848241923776,2.426511261364575
PORSCHE,911 TURBO S,MINICOMPACT,AM7,0.9643848241923776,2.4248816366310666
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,AM7,0.9643848241923776,2.426511261364575
PORSCHE,BOXSTER,TWO-SEATER,AM7,0.7046985660671081,2.340444114840118
PORSCHE,BOXSTER,TWO-SEATER,M6,0.7117280340308614,2.359835482339888
PORSCHE,BOXSTER S,TWO-SEATER,AM7,0.7924092017472584,2.3617278360175926
PORSCHE,BOXSTER S,TWO-SEATER,M6,0.8055173723963078,2.396199347095736
PORSCHE,CAYENNE,SUV - STANDARD,A8,0.9467241084211584,2.4281347940287885
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,A8,0.9553030496826879,2.44870631990508
PORSCHE,CAYENNE S,SUV - STANDARD,A8,0.9539031842177161,2.44870631990508
PORSCHE,CAYENNE GTS,SUV - STANDARD,A8,0.962133246719038,2.4712917110589383
PORSCHE,CAYENNE TURBO,SUV - STANDARD,A8,1.0841067399746747,2.523746466811565
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,A8,1.0841067399746747,2.523746466811565
PORSCHE,CAYMAN,TWO-SEATER,AM7,0.7046985660671081,2.340444114840118
PORSCHE,CAYMAN,TWO-SEATER,M6,0.7117280340308614,2.359835482339888
PORSCHE,CAYMAN S,TWO-SEATER,AM7,0.7924092017472584,2.3617278360175926
PORSCHE,CAYMAN S,TWO-SEATER,M6,0.8055173723963078,2.396199347095736
PORSCHE,MACAN,SUV - SMALL,A7,0.7249648474471979,2.394451680826216
PORSCHE,MACAN S,SUV - SMALL,A7,0.892169318966924,2.45484486000851
PORSCHE,MACAN GTS,SUV - SMALL,A7,0.8935463292295803,2.4578818967339924
PORSCHE,MACAN TURBO,SUV - SMALL,A7,0.9580684037532349,2.4578818967339924
ROLLS-ROYCE,DAWN,COMPACT,AS8,1.224159598346603,2.591064607026499
ROLLS-ROYCE,GHOST,FULL-SIZE,AS8,1.224159598346603,2.591064607026499
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,AS8,1.224159598346603,2.591064607026499
ROLLS-ROYCE,PHANTOM,FULL-SIZE,AS8,1.2334740566025757,2.602059991327962
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,AS8,1.2334740566025757,2.602059991327962
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,AS8,1.2334740566025757,2.602059991327962
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,AS8,1.2334740566025757,2.603144372620182
ROLLS-ROYCE,WRAITH,MID-SIZE,AS8,1.217987587155764,2.5740312677277184
SMART,FORTWO CABRIOLET,TWO-SEATER,AM6,0.3649970010146146,2.181843587944772
SUBARU,BRZ,MINICOMPACT,AS6,0.6896946532557251,2.301029995663981
SUBARU,BRZ,MINICOMPACT,M6,0.7099979386549233,2.357934847000453
SUBARU,CROSSTREK AWD,SUV - SMALL,AV6,0.6816606196206595,2.285557309007773
SUBARU,CROSSTREK AWD,SUV - SMALL,M5,0.7010708387136986,2.3344537511509307
SUBARU,FORESTER AWD,SUV - SMALL,AV8,0.7064835861150771,2.3483048630481607
SUBARU,FORESTER AWD,SUV - SMALL,AV6,0.7646940996502604,2.2922560713564755
SUBARU,FORESTER AWD,SUV - SMALL,M6,0.7889665757187211,2.357934847000453
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,AV7,0.6666088603133014,2.2405492482825995
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,M5,0.6954786308800178,2.318063334962761
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,AV7,0.6666088603133014,2.245512667814149
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,M5,0.697363374738417,2.3242824552976926
SUBARU,LEGACY AWD,MID-SIZE,AV6,0.762673921966497,2.287801729930226
SUBARU,LEGACY AWD,MID-SIZE,M6,0.7854522231788748,2.3463529744506384
SUBARU,LEGACY AWD,MID-SIZE,AV6,0.9281347319232243,2.382017042574868
SUBARU,OUTBACK AWD,SUV - SMALL,AV6,0.7646940996502604,2.296665190261531
SUBARU,OUTBACK AWD,SUV - SMALL,M6,0.790696671094659,2.359835482339888
SUBARU,OUTBACK AWD,SUV - SMALL,AV6,0.9313787322939224,2.392696953259666
SUBARU,WRX AWD,COMPACT,AV8,0.7342524859546551,2.4065401804339546
SUBARU,WRX AWD,COMPACT,M6,0.7151358836814938,2.371067862271736
SUBARU,WRX AWD,COMPACT,M6,0.8276472444432694,2.45484486000851
TOYOTA,4RUNNER 4WD,SUV - STANDARD,AS5,1.008539663647396,2.4913616938342726
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,AS5,1.008539663647396,2.4913616938342726
TOYOTA,86,MINICOMPACT,AS6,0.6916447653848239,2.3096301674258983
TOYOTA,86,MINICOMPACT,M6,0.7134405646834607,2.3654879848908994
TOYOTA,AVALON,MID-SIZE,AS6,0.9080412869496558,2.3541084391474008
TOYOTA,CAMRY,MID-SIZE,AS6,0.7686632903195227,2.2988530764097064
TOYOTA,CAMRY,MID-SIZE,AS6,0.9062932628049888,2.3502480183341623
TOYOTA,CAMRY HYBRID LE,MID-SIZE,AV,0.7051019416598452,2.1367205671564067
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,AV,0.707937013780746,2.14921911265538
TOYOTA,COROLLA,MID-SIZE,AV,0.6293226547616035,2.2405492482825995
TOYOTA,COROLLA,MID-SIZE,AV7,0.6293226547616035,2.2504200023088936
TOYOTA,COROLLA,MID-SIZE,M6,0.6293226547616035,2.245512667814149
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,AV,0.6152576097938083,2.2121876044039577
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,AV,0.6224366855903662,2.2253092817258624
TOYOTA,COROLLA iM,MID-SIZE,AV7,0.6293226547616035,2.245512667814149
TOYOTA,COROLLA iM,MID-SIZE,M6,0.6380873700732205,2.2671717284030133
TOYOTA,HIGHLANDER,SUV - SMALL,AS8,0.91816529410685,2.385606273598312
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,AS8,0.9230081957419304,2.399673721481037
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,AS8,0.9230081957419304,2.392696953259666
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,AS8,0.9197950924901812,2.383815365980431
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,AV6,0.8817486331974317,2.285557309007773
TOYOTA,RAV4,SUV - SMALL,AS6,0.7800394757774963,2.3364597338485296
TOYOTA,RAV4 LE/XLE,SUV - SMALL,AS6,0.7763320118022147,2.322219294733919
TOYOTA,RAV4 AWD,SUV - SMALL,AS6,0.7854522231788748,2.3463529744506384
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,AS6,0.7889665757187211,2.3541084391474008
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,AV6,0.7410182246862378,2.2304489213782737
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,AS6,1.170245506887643,2.57978359661681
TOYOTA,YARIS,COMPACT,AS6,0.5432372865866397,2.1903316981702914
TOYOTA,YARIS (SIL),COMPACT,M6,0.5482729686089083,2.214843848047698
